Gender,total_cases_by_gender,gender_based_case_rate,gender_based_deaths,gender_based_death_rate,date
Female,2576406,50.8,31190,41.3,2021-12-27
Female,2587160,50.8,31209,41.3,2021-12-28
Female,2606836,50.8,31256,41.3,2021-12-29
Female,2636786,50.8,31305,41.3,2021-12-30
Female,2764057,50.9,31339,41.3,2022-01-03
Female,2791973,50.9,31382,41.3,2022-01-04
Female,2818727,51,31387,41.3,2022-01-05
Female,2873163,51,31499,41.3,2022-01-06
Female,3034425,51.1,31585,41.3,2022-01-09
Female,3109603,51.1,31591,41.3,2022-01-10
Female,3163343,51.1,31639,41.3,2022-01-11
Female,3219263,51.1,31698,41.3,2022-01-12
Female,3280382,51.1,31760,41.3,2022-01-13
Female,3445681,51.2,31892,41.3,2022-01-16
Female,3485447,51.2,31904,41.3,2022-01-17
Female,3537390,51.2,31923,41.3,2022-01-18
Female,3582580,51.2,31987,41.3,2022-01-19
Female,3646930,51.2,32063,41.3,2022-01-20
Female,3799293,51.2,32204,41.2,2022-01-23
Female,3832391,51.2,32207,41.2,2022-01-24
Female,3877755,51.2,32283,41.2,2022-01-25
Female,3908432,51.2,32390,41.2,2022-01-26
Female,3947660,51.2,32493,41.2,2022-01-27
Female,4036965,51.2,32696,41.2,2022-01-30
Female,4056349,51.2,32743,41.2,2022-01-31
Female,4069570,51.2,32850,41.3,2022-02-01
Female,4083776,51.2,32918,41.2,2022-02-02
Female,4103076,51.2,33011,41.3,2022-02-03
Female,4140930,51.3,33227,41.3,2022-02-06
Female,4165186,51.3,33262,41.2,2022-02-07
Female,4183840,51.2,33370,41.2,2022-02-08
Female,4191435,51.2,33438,41.2,2022-02-09
Female,4202984,51.2,33582,41.2,2022-02-10
Female,4223999,51.2,33803,41.2,2022-02-13
Female,4231543,51.2,33851,41.2,2022-02-14
Female,4237900,51.2,33944,41.2,2022-02-15
Female,4244088,51.2,34036,41.2,2022-02-16
Female,4250607,51.2,34166,41.2,2022-02-17
Female,4271325,51.2,34425,41.2,2022-02-21
Female,4274812,51.2,34450,41.2,2022-02-22
Female,4278279,51.2,34536,41.2,2022-02-23
Female,4283084,51.2,34621,41.2,2022-02-24
Female,4293461,51.2,34907,41.2,2022-02-27
Female,4294261,51.2,34912,41.2,2022-02-28
Female,4297480,51.2,34999,41.2,2022-03-01
Female,4300360,51.2,35080,41.2,2022-03-02
Female,4303425,51.2,35170,41.2,2022-03-03
Female,4309958,51.2,35368,41.2,2022-03-06
Female,4311232,51.2,35372,41.2,2022-03-07
Female,4313794,51.2,35444,41.2,2022-03-08
Female,4315576,51.2,35515,41.2,2022-03-09
Female,4317744,51.2,35602,41.2,2022-03-10
Female,4323851,51.2,35791,41.2,2022-03-13
Female,4324214,51.2,35789,41.2,2022-03-14
Female,4326118,51.2,35855,41.2,2022-03-15
Female,4327751,51.2,35896,41.2,2022-03-16
Female,4330122,51.2,35955,41.2,2022-03-17
Female,4338416,51.2,36084,41.2,2022-03-20
Female,4338800,51.2,36086,41.2,2022-03-21
Female,4341545,51.3,36132,41.3,2022-03-22
Female,4342776,51.3,36175,41.2,2022-03-23
Female,4344365,51.3,36218,41.2,2022-03-24
Female,4348283,51.3,36274,41.2,2022-03-27
Female,4348733,51.3,36275,41.2,2022-03-28
Female,4350235,51.3,36304,41.2,2022-03-29
Female,4351779,51.3,36335,41.2,2022-03-30
Female,4353718,51.3,36374,41.2,2022-03-31
Female,4359328,51.3,36441,41.2,2022-04-04
Female,4364679,51.3,36531,41.3,2022-04-07
Female,4373300,51.3,36625,41.3,2022-04-12
Female,4377720,51.3,36691,41.3,2022-04-14
Female,4385318,51.3,36756,41.3,2022-04-18
Female,4393965,51.3,36842,41.3,2022-04-21
Female,4406357,51.3,36923,41.3,2022-04-25
Female,4416346,51.3,37004,41.3,2022-04-28
Female,4430573,51.3,37057,41.3,2022-05-02
Female,4443458,51.3,37110,41.3,2022-05-05
Female,4461348,51.4,37154,41.3,2022-05-09
Female,4471871,51.4,37216,41.3,2022-05-12
Female,4499044,51.4,37259,41.3,2022-05-16
Female,4520426,51.4,37340,41.3,2022-05-19
Female,4550393,51.4,37377,41.3,2022-05-23
Female,4573190,51.4,37432,41.3,2022-05-26
Female,4605260,51.4,37480,41.3,2022-05-30
Female,4623452,51.4,37527,41.3,2022-06-02
Female,4660947,51.5,37568,41.3,2022-06-06
Female,4686268,51.5,37618,41.3,2022-06-09
Female,4720178,51.5,37656,41.3,2022-06-13
Female,4736738,51.5,37722,41.3,2022-06-16
Female,4771566,51.5,37756,41.3,2022-06-20
Female,4797616,51.5,37804,41.4,2022-06-23
Female,4832866,51.5,37846,41.4,2022-06-27
Female,4861316,51.5,37924,41.4,2022-06-30
Female,4898473,51.6,37965,41.4,2022-07-04
Female,4919688,51.6,38023,41.4,2022-07-07
Female,4962477,51.6,38088,41.4,2022-07-11
Female,4993438,51.6,38136,41.4,2022-07-14
Female,5032863,51.6,38183,41.4,2022-07-18
Female,5060660,51.6,38275,41.4,2022-07-21
Female,5096741,51.6,38335,41.4,2022-07-25
Female,5123629,51.6,38421,41.4,2022-07-28
Female,5155824,51.6,38467,41.4,2022-08-01
Female,5177554,51.6,38568,41.4,2022-08-04
Female,5202572,51.7,38619,41.4,2022-08-08
Female,5220242,51.7,38709,41.5,2022-08-11
Female,5242219,51.7,38772,41.5,2022-08-15
Female,5258098,51.7,38840,41.4,2022-08-18
Female,5277720,51.7,38908,41.5,2022-08-22
Female,5291640,51.7,38997,41.5,2022-08-25
Female,5307802,51.7,39034,41.5,2022-08-29
Female,5320233,51.7,39072,41.5,2022-09-01
Female,5332683,51.7,39122,41.5,2022-09-05
Female,5341118,51.7,39221,41.5,2022-09-08
Female,5370912,51.7,39445,41.5,2022-09-20
Male,18690,50,839,60.1,2020-04-22
Male,19577,49.9,891,59.8,2020-04-23
Male,20459,49.7,944,60,2020-04-24
Male,20957,49.7,986,59.9,2020-04-25
Male,21600,49.7,1007,60.1,2020-04-26
Male,22337,49.6,1028,59.7,2020-04-27
Male,23045,49.6,1079,59.7,2020-04-28
Male,24372,49.8,1121,59.3,2020-04-29
Male,25167,49.9,1171,58.9,2020-04-30
Male,26006,49.8,1220,58.6,2020-05-01
Male,26716,49.8,1246,58.3,2020-05-02
Male,27332,49.8,1268,58.2,2020-05-03
Male,27980,49.8,1287,57.9,2020-05-04
Male,29193,49.6,1330,57.2,2020-05-05
Male,30096,49.7,1368,56.7,2020-05-06
Male,31111,49.8,1427,57.2,2020-05-07
Male,32379,50.2,1470,57.1,2020-05-08
Male,33584,50.4,1509,56.8,2020-05-09
Male,34221,50.4,1526,56.7,2020-05-10
Male,34955,50.4,1561,56.7,2020-05-11
Male,35845,50.4,1612,56.6,2020-05-12
Male,36826,50.3,1655,56.6,2020-05-13
Male,37744,50.4,1710,56.5,2020-05-14
Male,38647,50.3,1752,56.2,2020-05-15
Male,39701,50.4,1778,55.9,2020-05-16
Male,40533,50.4,1800,56,2020-05-17
Male,41214,50.4,1820,56,2020-05-18
Male,42336,50.4,1887,55.9,2020-05-19
Male,43450,50.4,1926,55.8,2020-05-20
Male,44534,50.4,1978,55.8,2020-05-21
Male,45580,50.3,2000,55.7,2020-05-22
Male,46595,50.3,2033,55.8,2020-05-23
Male,47490,50.2,2045,55.8,2020-05-24
Male,48614,50.3,2054,55.8,2020-05-25
Male,49714,50.2,2071,55.9,2020-05-26
Male,51067,50.2,2129,55.8,2020-05-27
Male,52177,50.2,2173,55.7,2020-05-28
Male,53765,50.3,2220,55.7,2020-05-29
Male,55627,50.3,2253,55.7,2020-05-30
Male,56841,50.3,2277,55.8,2020-05-31
Male,58001,50.3,2305,55.9,2020-06-01
Male,59237,50.3,2359,55.8,2020-06-02
Male,60336,50.4,2398,55.8,2020-06-03
Male,61884,50.4,2441,55.9,2020-06-04
Male,63565,50.4,2482,56,2020-06-05
Male,65024,50.5,2516,55.9,2020-06-06
Male,66303,50.5,2531,55.9,2020-06-07
Male,67306,50.4,2545,55.8,2020-06-08
Male,68667,50.4,2609,56,2020-06-09
Male,70212,50.4,2669,56,2020-06-10
Male,71605,50.4,2700,55.9,2020-06-11
Male,73480,50.5,2727,55.9,2020-06-12
Male,75088,50.4,2772,55.9,2020-06-13
Male,76412,50.5,2786,55.9,2020-06-14
Male,77466,50.4,2800,56,2020-06-15
Male,79128,50.4,2833,55.9,2020-06-16
Male,81212,50.4,2877,56,2020-06-17
Male,83438,50.4,2937,55.9,2020-06-18
Male,85352,50.4,2984,56.1,2020-06-19
Male,87602,50.4,3028,56.1,2020-06-20
Male,89690,50.4,3047,56.2,2020-06-21
Male,92199,50.4,3055,56.1,2020-06-22
Male,95884,50.4,3095,56.3,2020-06-23
Male,98718,50.5,3151,56.2,2020-06-24
Male,101070,50.4,3210,56.1,2020-06-25
Male,104025,50.4,3255,56.3,2020-06-26
Male,105949,50.4,3272,56.3,2020-06-27
Male,108973,50.3,3289,56.2,2020-06-28
Male,112043,50.3,3304,56.2,2020-06-29
Male,116952,50.3,3363,56.3,2020-06-30
Male,120678,50.2,3407,56.2,2020-07-01
Male,124555,50.2,3475,56.2,2020-07-02
Male,127760,50.2,3508,56.2,2020-07-03
Male,130351,50.1,3517,56.1,2020-07-04
Male,136050,50.1,3534,56.1,2020-07-05
Male,139077,50.1,3569,56.1,2020-07-06
Male,145044,50.1,3636,56.2,2020-07-07
Male,148498,50.1,3725,56.3,2020-07-08
Male,152444,50.1,3828,56.4,2020-07-09
Male,156397,50.1,3895,56.5,2020-07-10
Male,160558,50,3954,56.6,2020-07-11
Male,164635,50,3965,56.5,2020-07-12
Male,168074,50,3983,56.6,2020-07-13
Male,173454,49.9,4048,56.5,2020-07-14
Male,177540,49.8,4122,56.6,2020-07-15
Male,182303,49.8,4205,56.8,2020-07-16
Male,186838,49.8,4279,56.8,2020-07-17
Male,191472,49.8,4331,56.8,2020-07-18
Male,194780,49.7,4351,56.9,2020-07-19
Male,199097,49.7,4364,56.8,2020-07-20
Male,205180,49.6,4436,56.9,2020-07-21
Male,210959,49.6,4530,57,2020-07-22
Male,215652,49.5,4620,57.1,2020-07-23
Male,220392,49.5,4708,57.1,2020-07-24
Male,224248,49.4,4794,57.2,2020-07-25
Male,227545,49.4,4810,57.2,2020-07-26
Male,230415,49.4,4818,57.1,2020-07-27
Male,234575,49.4,4875,57.2,2020-07-28
Male,238861,49.2,5000,57.1,2020-07-29
Male,242315,49.1,5095,57,2020-07-30
Male,245247,49,5178,56.9,2020-07-31
Male,249405,49,5277,57,2020-08-01
Male,252050,49,5322,57.1,2020-08-02
Male,254274,49,5336,57.1,2020-08-03
Male,256828,48.9,5432,57.1,2020-08-04
Male,259382,48.9,5516,57.1,2020-08-05
Male,263409,48.9,5605,57.2,2020-08-06
Male,266780,48.9,5718,57.3,2020-08-07
Male,270528,48.8,5831,57.3,2020-08-08
Male,274192,48.8,5870,57.3,2020-08-09
Male,279981,48.7,5881,57.3,2020-08-10
Male,285476,48.7,6012,57.3,2020-08-11
Male,288921,48.7,6112,57.3,2020-08-12
Male,292627,48.7,6211,57.3,2020-08-13
Male,298738,48.7,6304,57.3,2020-08-14
Male,302532,48.7,6371,57.4,2020-08-15
Male,305562,48.7,6377,57.4,2020-08-16
Male,307821,48.7,6402,57.4,2020-08-17
Male,310752,48.6,6502,57.5,2020-08-18
Male,313639,48.6,6594,57.5,2020-08-19
Male,316372,48.6,6667,57.5,2020-08-20
Male,319444,48.6,6758,57.6,2020-08-21
Male,322768,48.6,6883,57.6,2020-08-22
Male,325212,48.6,6887,57.6,2020-08-23
Male,327315,48.6,6911,57.6,2020-08-24
Male,330194,48.6,6998,57.6,2020-08-25
Male,332354,48.6,7072,57.5,2020-08-26
Male,334946,48.6,7166,57.5,2020-08-27
Male,337348,48.6,7230,57.5,2020-08-28
Male,340298,48.6,7335,57.6,2020-08-29
Male,342297,48.6,7336,57.5,2020-08-30
Male,344006,48.6,7364,57.6,2020-08-31
Male,346117,48.6,7456,57.6,2020-09-01
Male,348495,48.6,7558,57.6,2020-09-02
Male,350835,48.6,7652,57.6,2020-09-03
Male,353245,48.6,7746,57.5,2020-09-04
Male,355719,48.6,7814,57.5,2020-09-05
Male,357224,48.6,7813,57.5,2020-09-06
Male,358617,48.6,7841,57.5,2020-09-07
Male,359429,48.6,7881,57.4,2020-09-08
Male,361051,48.6,7949,57.4,2020-09-09
Male,362679,48.6,8012,57.4,2020-09-10
Male,364731,48.6,8083,57.4,2020-09-11
Male,367162,48.6,8154,57.4,2020-09-12
Male,368459,48.6,8156,57.4,2020-09-13
Male,369597,48.6,8180,57.4,2020-09-14
Male,371046,48.6,8254,57.3,2020-09-15
Male,372752,48.6,8315,57.3,2020-09-16
Male,374646,48.7,8377,57.3,2020-09-17
Male,376730,48.7,8457,57.3,2020-09-18
Male,378892,48.7,8500,57.2,2020-09-19
Male,380480,48.7,8516,57.3,2020-09-20
Male,381901,48.7,8526,57.2,2020-09-21
Male,383438,48.7,8611,57.3,2020-09-22
Male,384959,48.7,8674,57.2,2020-09-23
Male,386661,48.7,8725,57.2,2020-09-24
Male,388687,48.7,8776,57.1,2020-09-25
Male,390753,48.7,8815,57.1,2020-09-26
Male,392328,48.7,8824,57.1,2020-09-27
Male,393417,48.7,8834,57.1,2020-09-28
Male,395012,48.7,8943,57.1,2020-09-29
Male,396552,48.7,8997,57.1,2020-09-30
Male,398313,48.7,9100,57.2,2020-10-01
Male,399431,48.7,9106,57.2,2020-10-02
Male,401556,48.7,9147,57.2,2020-10-03
Male,403070,48.8,9160,57.2,2020-10-04
Male,403885,48.8,9176,57.2,2020-10-05
Male,405212,48.7,9220,57.2,2020-10-06
Male,406928,48.7,9275,57.2,2020-10-07
Male,408687,48.7,9311,57.1,2020-10-08
Male,410644,48.7,9362,57.2,2020-10-09
Male,412555,48.7,9406,57.1,2020-10-10
Male,414166,48.7,9416,57.2,2020-10-11
Male,415294,48.7,9420,57.2,2020-10-12
Male,416579,48.7,9439,57.1,2020-10-13
Male,418205,48.7,9488,57.1,2020-10-14
Male,419655,48.7,9545,57.1,2020-10-15
Male,421047,48.7,9576,57,2020-10-16
Male,422413,48.7,9628,57,2020-10-17
Male,424039,48.7,9634,57,2020-10-18
Male,425648,48.7,9640,57,2020-10-19
Male,427427,48.7,9684,57,2020-10-20
Male,428858,48.7,9767,57,2020-10-21
Male,431774,48.7,9798,57,2020-10-22
Male,434601,48.7,9829,57,2020-10-23
Male,437115,48.7,9864,57.1,2020-10-24
Male,438587,48.7,9869,57.1,2020-10-25
Male,440111,48.7,9875,57,2020-10-26
Male,442321,48.7,9960,57.1,2020-10-27
Male,444378,48.7,9996,57.1,2020-10-28
Male,446320,48.7,10028,57.1,2020-10-29
Male,448772,48.7,10067,57.2,2020-10-30
Male,450953,48.7,10098,57.2,2020-10-31
Male,452908,48.7,10111,57.2,2020-11-01
Male,454850,48.7,10118,57.2,2020-11-02
Male,457423,48.7,10166,57.2,2020-11-03
Male,459667,48.7,10192,57.2,2020-11-04
Male,462738,48.7,10225,57.1,2020-11-05
Male,465544,48.6,10251,57.1,2020-11-06
Male,469207,48.6,10297,57.2,2020-11-07
Male,472695,48.6,10298,57.2,2020-11-08
Male,475297,48.6,10301,57.1,2020-11-09
Male,479043,48.6,10341,57.2,2020-11-10
Male,482394,48.6,10366,57.2,2020-11-11
Male,485678,48.6,10379,57.1,2020-11-12
Male,490387,48.6,10426,57.2,2020-11-13
Male,495550,48.6,10466,57.2,2020-11-14
Male,500408,48.6,10475,57.2,2020-11-15
Male,504618,48.6,10487,57.2,2020-11-16
Male,509304,48.6,10516,57.2,2020-11-17
Male,514692,48.6,10574,57.2,2020-11-18
Male,520928,48.6,10637,57.2,2020-11-19
Male,528371,48.6,10684,57.2,2020-11-20
Male,535242,48.6,10727,57.2,2020-11-21
Male,539261,48.6,10759,57.2,2020-11-22
Male,546676,48.6,10772,57.2,2020-11-23
Male,555627,48.6,10836,57.2,2020-11-24
Male,562702,48.6,10890,57.2,2020-11-25
Male,568573,48.5,10942,57.3,2020-11-26
Male,574323,48.5,10969,57.3,2020-11-27
Male,581955,48.5,10989,57.3,2020-11-28
Male,588688,48.5,11004,57.3,2020-11-29
Male,594629,48.5,11018,57.2,2020-11-30
Male,604591,48.5,11084,57.2,2020-12-01
Male,613458,48.5,11150,57.2,2020-12-02
Male,623621,48.5,11260,57.2,2020-12-03
Male,635029,48.4,11322,57.2,2020-12-04
Male,648919,48.4,11398,57.2,2020-12-05
Male,659664,48.3,11411,57,2020-12-06
Male,670664,48.3,11453,57,2020-12-07
Male,685250,48.2,11540,57,2020-12-08
Male,699325,48.2,11654,57,2020-12-09
Male,716500,48.2,11759,57,2020-12-10
Male,733826,48.2,11860,57,2020-12-11
Male,748541,48.2,11976,57,2020-12-12
Male,764445,48.2,12023,57,2020-12-13
Male,779969,48.2,12071,57,2020-12-14
Male,806004,48.2,12215,57.1,2020-12-15
Male,831105,48.2,12450,57.1,2020-12-16
Male,850327,48.2,12581,57,2020-12-17
Male,871318,48.2,12726,56.9,2020-12-18
Male,893568,48.2,12843,56.9,2020-12-19
Male,911353,48.2,12920,56.9,2020-12-20
Male,927136,48.2,12985,56.9,2020-12-21
Male,945758,48.2,13145,56.9,2020-12-22
Male,945758,48.2,13145,56.9,2020-12-23
Male,981655,48.1,13482,56.8,2020-12-24
Male,996208,48.1,13592,56.9,2020-12-25
Male,1019441,48,13720,56.9,2020-12-26
Male,1035476,48,13773,56.9,2020-12-27
Male,1050241,48,13837,56.9,2020-12-28
Male,1064781,48,14075,56.9,2020-12-29
Male,1064781,48,14075,56.9,2020-12-30
Male,1099312,48,14684,56.9,2020-12-31
Male,1123490,47.9,14945,57,2021-01-01
Male,1144460,47.9,15092,57,2021-01-02
Male,1158092,47.8,15134,57,2021-01-03
Male,1172610,47.8,15269,57,2021-01-04
Male,1186641,47.8,15508,57,2021-01-05
Male,1203388,47.8,15856,57,2021-01-06
Male,1228087,47.8,16234,57.2,2021-01-07
Male,1252120,47.8,16597,57.2,2021-01-08
Male,1275068,47.7,16881,57.2,2021-01-09
Male,1293614,47.7,17113,57.2,2021-01-10
Male,1310582,47.7,17229,57.2,2021-01-11
Male,1326329,47.7,17575,57.3,2021-01-12
Male,1342772,47.7,17906,57.4,2021-01-13
Male,1362689,47.7,18164,57.4,2021-01-14
Male,1381856,47.6,18502,57.4,2021-01-15
Male,1401611,47.6,18838,57.4,2021-01-16
Male,1416011,47.6,19041,57.5,2021-01-17
Male,1427479,47.6,19181,57.5,2021-01-18
Male,1438031,47.6,19363,57.5,2021-01-19
Male,1447072,47.6,19740,57.5,2021-01-20
Male,1458031,47.6,20139,57.5,2021-01-21
Male,1468874,47.6,20452,57.5,2021-01-22
Male,1480659,47.6,20857,57.6,2021-01-23
Male,1493610,47.6,21002,57.6,2021-01-24
Male,1501958,47.6,21129,57.6,2021-01-25
Male,1510132,47.6,21506,57.6,2021-01-26
Male,1518121,47.6,21947,57.6,2021-01-27
Male,1527644,47.7,22279,57.6,2021-01-28
Male,1536611,47.7,22669,57.6,2021-01-29
Male,1545854,47.7,23002,57.6,2021-01-30
Male,1553217,47.7,23202,57.6,2021-01-31
Male,1559144,47.7,23316,57.6,2021-02-01
Male,1564212,47.7,23671,57.7,2021-02-02
Male,1570616,47.7,24036,57.7,2021-02-03
Male,1577423,47.7,24501,57.8,2021-02-04
Male,1583368,47.7,24850,57.8,2021-02-05
Male,1590682,47.7,25117,57.8,2021-02-06
Male,1595640,47.7,25289,57.8,2021-02-07
Male,1599569,47.7,25395,57.8,2021-02-08
Male,1603715,47.7,25717,57.9,2021-02-09
Male,1607931,47.7,26063,57.9,2021-02-10
Male,1612786,47.7,26374,57.9,2021-02-11
Male,1617383,47.7,26653,58,2021-02-12
Male,1621806,47.7,26931,58,2021-02-13
Male,1624937,47.7,27097,58,2021-02-14
Male,1627698,47.7,27139,58,2021-02-15
Male,1629733,47.7,27308,58,2021-02-16
Male,1632464,47.7,27593,58,2021-02-17
Male,1635830,47.7,27871,58.1,2021-02-18
Male,1639066,47.7,28126,58.1,2021-02-19
Male,1642318,47.7,28359,58.1,2021-02-20
Male,1644578,47.7,28502,58.1,2021-02-21
Male,1646261,47.7,28559,58.1,2021-02-22
Male,1648874,47.7,28748,58.1,2021-02-23
Male,1651296,47.7,29420,58.1,2021-02-24
Male,1651774,47.7,29608,57.9,2021-02-25
Male,1656448,47.7,29918,58.1,2021-02-26
Male,1658745,47.7,30093,58.1,2021-02-27
Male,1660484,47.7,30253,58.1,2021-02-28
Male,1661717,47.7,30309,58.1,2021-03-01
Male,1663374,47.7,30495,58.2,2021-03-02
Male,1665042,47.7,30722,58.2,2021-03-03
Male,1667291,47.7,30936,58.2,2021-03-04
Male,1669485,47.7,31070,58.1,2021-03-05
Male,1671356,47.7,31236,58.1,2021-03-06
Male,1672907,47.7,31292,58.1,2021-03-07
Male,1674247,47.7,31317,58.1,2021-03-08
Male,1677509,47.7,31587,58.1,2021-03-09
Male,1679075,47.7,31737,58.1,2021-03-10
Male,1680865,47.7,31902,58.1,2021-03-11
Male,1682434,47.7,32031,58.1,2021-03-12
Male,1683830,47.8,32118,58.1,2021-03-13
Male,1685050,47.8,32165,58.1,2021-03-14
Male,1685718,47.8,32191,58.1,2021-03-15
Male,1686934,47.8,32335,58.2,2021-03-16
Male,1688494,47.8,32476,58.2,2021-03-17
Male,1690113,47.8,32602,58.2,2021-03-18
Male,1691660,47.8,32624,58.2,2021-03-19
Male,1693345,47.8,32657,58.2,2021-03-20
Male,1694329,47.8,32903,58.2,2021-03-21
Male,1695184,47.8,32928,58.2,2021-03-22
Male,1696171,47.8,33094,58.2,2021-03-23
Male,1697330,47.8,33228,58.2,2021-03-24
Male,1698620,47.8,33363,58.2,2021-03-25
Male,1700247,47.8,33488,58.2,2021-03-26
Male,1701777,47.8,33607,58.2,2021-03-27
Male,1702967,47.8,33628,58.2,2021-03-28
Male,1703910,47.8,33634,58.2,2021-03-29
Male,1704944,47.8,33713,58.2,2021-03-30
Male,1706049,47.8,33804,58.2,2021-03-31
Male,1707300,47.8,33911,58.2,2021-04-01
Male,1709808,47.8,33996,58.2,2021-04-02
Male,1711005,47.8,34058,58.2,2021-04-03
Male,1712025,47.8,34070,58.2,2021-04-04
Male,1712742,47.8,34074,58.2,2021-04-05
Male,1713866,47.8,34148,58.2,2021-04-06
Male,1714973,47.8,34231,58.2,2021-04-07
Male,1716220,47.8,34312,58.2,2021-04-08
Male,1718288,47.8,34412,58.2,2021-04-09
Male,1720702,47.8,34476,58.2,2021-04-10
Male,1721980,47.8,34489,58.2,2021-04-11
Male,1722777,47.8,34498,58.2,2021-04-12
Male,1723973,47.8,34556,58.2,2021-04-13
Male,1724997,47.8,34637,58.2,2021-04-14
Male,1726180,47.8,34687,58.2,2021-04-15
Male,1727546,47.8,34743,58.2,2021-04-16
Male,1728845,47.8,34790,58.2,2021-04-17
Male,1729733,47.8,34790,58.2,2021-04-18
Male,1730504,47.8,34808,58.2,2021-04-19
Male,1731541,47.8,34857,58.2,2021-04-20
Male,1732747,47.8,34912,58.2,2021-04-21
Male,1733698,47.8,34954,58.2,2021-04-22
Male,1734324,47.8,34985,58.2,2021-04-23
Male,1735181,47.8,35021,58.2,2021-04-24
Male,1736357,47.8,35026,58.2,2021-04-25
Male,1737185,47.8,35028,58.2,2021-04-26
Male,1738092,47.8,35067,58.2,2021-04-27
Male,1738849,47.8,35124,58.2,2021-04-28
Male,1739789,47.8,35187,58.2,2021-04-29
Male,1740834,47.8,35264,58.2,2021-04-30
Male,1741923,47.8,35325,58.2,2021-05-01
Male,1742614,47.8,35335,58.2,2021-05-02
Male,1743287,47.8,35337,58.2,2021-05-03
Male,1743923,47.8,35399,58.2,2021-05-04
Male,1744720,47.8,35436,58.2,2021-05-05
Male,1745902,47.8,35503,58.2,2021-05-06
Male,1746872,47.8,35588,58.2,2021-05-07
Male,1747798,47.8,35625,58.2,2021-05-08
Male,1748462,47.8,35632,58.2,2021-05-09
Male,1749001,47.8,35636,58.2,2021-05-10
Male,1749628,47.8,35670,58.2,2021-05-11
Male,1750312,47.8,35704,58.2,2021-05-12
Male,1751268,47.8,35750,58.2,2021-05-13
Male,1752156,47.8,35769,58.2,2021-05-14
Male,1752799,47.8,35807,58.2,2021-05-15
Male,1753294,47.8,35814,58.2,2021-05-16
Male,1753630,47.8,35815,58.2,2021-05-17
Male,1754110,47.8,35836,58.2,2021-05-18
Male,1754714,47.8,35857,58.2,2021-05-19
Male,1755491,47.8,35895,58.2,2021-05-20
Male,1756067,47.8,35918,58.2,2021-05-21
Male,1756683,47.8,35936,58.2,2021-05-22
Male,1757189,47.8,35940,58.2,2021-05-23
Male,1757466,47.8,35948,58.2,2021-05-24
Male,1758008,47.8,35975,58.2,2021-05-25
Male,1758699,47.8,35995,58.2,2021-05-26
Male,1760741,47.8,36102,58.2,2021-05-27
Male,1761285,47.8,36098,58.2,2021-05-28
Male,1761826,47.8,36109,58.2,2021-05-29
Male,1762159,47.8,36114,58.2,2021-05-30
Male,1762354,47.8,36117,58.2,2021-05-31
Male,1762568,47.8,36120,58.2,2021-06-01
Male,1762952,47.8,36145,58.2,2021-06-02
Male,1763467,47.8,36200,58.2,2021-06-03
Male,1764007,47.8,36231,58.2,2021-06-04
Male,1764554,47.8,36336,58.2,2021-06-05
Male,1764981,47.8,36340,58.2,2021-06-06
Male,1765374,47.8,36342,58.2,2021-06-07
Male,1765817,47.8,36352,58.2,2021-06-08
Male,1766236,47.8,36373,58.2,2021-06-09
Male,1766780,47.8,36403,58.2,2021-06-10
Male,1767244,47.8,36380,58.2,2021-06-11
Male,1767671,47.8,36381,58.2,2021-06-12
Male,1768085,47.8,36375,58.2,2021-06-13
Male,1768377,47.8,36380,58.2,2021-06-14
Male,1768724,47.8,36396,58.2,2021-06-15
Male,1769125,47.8,36415,58.2,2021-06-16
Male,1769770,47.8,36445,58.2,2021-06-17
Male,1770369,47.8,36459,58.2,2021-06-18
Male,1770819,47.8,36480,58.2,2021-06-19
Male,1771348,47.8,36487,58.2,2021-06-20
Male,1771694,47.8,36490,58.2,2021-06-21
Male,1772094,47.8,36511,58.2,2021-06-22
Male,1772748,47.8,36562,58.2,2021-06-23
Male,1773683,47.8,36601,58.2,2021-06-24
Male,1774476,47.8,36640,58.2,2021-06-25
Male,1775543,47.8,36664,58.2,2021-06-26
Male,1776137,47.8,36668,58.2,2021-06-27
Male,1776498,47.8,36670,58.2,2021-06-28
Male,1774418,47.8,36684,58.2,2021-06-29
Male,1775204,47.8,36738,58.2,2021-06-30
Male,1776024,47.8,36760,58.2,2021-07-01
Male,1778732,47.8,36800,58.2,2021-07-05
Male,1779368,47.8,36809,58.2,2021-07-06
Male,1780038,47.8,36840,58.2,2021-07-07
Male,1781205,47.8,36878,58.2,2021-07-08
Male,1785452,47.8,36931,58.2,2021-07-11
Male,1786977,47.8,36933,58.2,2021-07-12
Male,1788516,47.8,36953,58.2,2021-07-13
Male,1790229,47.8,36964,58.2,2021-07-14
Male,1792507,47.8,36994,58.2,2021-07-15
Male,1799214,47.8,37022,58.2,2021-07-18
Male,1801424,47.8,37025,58.2,2021-07-19
Male,1804046,47.8,37034,58.2,2021-07-20
Male,1806745,47.8,37051,58.2,2021-07-21
Male,1810671,47.8,37076,58.2,2021-07-22
Male,1821124,47.8,37119,58.2,2021-07-25
Male,1824822,47.8,37122,58.2,2021-07-26
Male,1828135,47.8,37142,58.2,2021-07-27
Male,1831703,47.8,37158,58.2,2021-07-28
Male,1836628,47.8,37185,58.2,2021-07-29
Male,1852595,47.8,37273,58.2,2021-08-01
Male,1856159,47.8,37279,58.2,2021-08-02
Male,1860291,47.8,37313,58.2,2021-08-03
